DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Feb1956,1.53407,1.06602,1.12653,0.6985,0.47874,0.71452,0.83745,1.41916,1.57069,1.57964,1.58005,1.59855,1.58333,1.56562,1.61169,1.62228,1.43604,1.28657,1.50561,1.59441,1.5468,1.49626,1.48255,1.48418,1.53587,1.54187,1.59733,1.57981,1.61793,1.51424,1.42929,1.52423,1.54901,1.55911,1.58298,1.58368,1.58447,1.55834,1.62819,1.61743,1.6789,1.83875,1.70544,1.69508,1.67004,1.70396,1.69629,1.69111
Mar1956,1.89638,1.86046,1.52067,1.48263,1.10381,0.76946,0.87242,0.96452,1.48593,1.62174,1.62328,1.62115,1.63716,1.62108,1.60468,1.65065,1.6618,1.47639,1.32923,1.53586,1.62148,1.57364,1.52458,1.5111,1.51237,1.56249,1.56809,1.62332,1.60608,1.64073,1.53783,1.4512,1.54338,1.56784,1.57725,1.60075,1.60138,1.60219,1.57618,1.64656,1.6362,1.6962,1.85473,1.71989,1.70904,1.68362,1.71674,1.70872
Apr1956,1.64001,1.8641,1.907,1.69459,1.64976,1.35741,0.98736,0.9949,1.06416,1.5381,1.65786,1.65564,1.65096,1.66311,1.64756,1.63138,1.67467,1.68552,1.50744,1.36557,1.55869,1.64126,1.5947,1.5476,1.53498,1.53679,1.58548,1.59085,1.64434,1.62683,1.65799,1.55799,1.46922,1.55874,1.58277,1.59176,1.6144,1.615,1.61573,1.59014,1.66287,1.65264,1.71135,1.86768,1.7327,1.72089,1.69568,1.72827
May1956,0.9613,1.37818,1.59478,1.69756,1.57647,1.58288,1.35062,1.04865,1.04036,1.10153,1.54979,1.66752,1.66339,1.65819,1.66868,1.6531,1.63823,1.68329,1.69444,1.52139,1.38345,1.57105,1.65136,1.60605,1.55999,1.54713,1.54857,1.59648,1.60184,1.66291,1.64593,1.67516,1.57524,1.48463,1.57283,1.59733,1.60578,1.62812,1.62879,1.62933,1.60381,1.67925,1.66917,1.72717,1.88425,1.74819,1.73466,1.70862
Jun1956,1.07327,1.28276,1.48375,1.63912,1.76743,1.70951,1.69064,1.50662,1.19827,1.13627,1.17751,1.59021,1.69755,1.695,1.69055,1.70187,1.68704,1.67116,1.70517,1.71533,1.54916,1.41599,1.5983,1.6747,1.62992,1.58595,1.57172,1.57316,1.6189,1.62436,1.67889,1.66278,1.68833,1.58786,1.498,1.58035,1.60436,1.61265,1.63403,1.63433,1.63455,1.60974,1.68443,1.67479,1.72974,1.8784,1.74892,1.73488
Jul1956,0.69776,1.06988,1.21473,1.36661,1.46988,1.53418,1.51011,1.50968,1.38608,1.18061,1.14318,1.1844,1.55799,1.66688,1.66343,1.66152,1.67258,1.65706,1.64422,1.67719,1.68816,1.53087,1.40787,1.58488,1.65655,1.61939,1.57489,1.56079,1.56184,1.60549,1.6111,1.66324,1.64809,1.67198,1.57613,1.48965,1.56773,1.59027,1.59772,1.61811,1.61827,1.61823,1.59429,1.674,1.6647,1.71752,1.8608,1.73609
Aug1956,0.2568,0.44151,0.75442,0.87612,1.02991,1.14712,1.20535,1.19188,1.26809,1.18904,1.05595,1.05884,1.10854,1.45393,1.55192,1.55602,1.55775,1.57214,1.56268,1.55309,1.58476,1.59757,1.46017,1.35686,1.52362,1.58864,1.55822,1.51865,1.50681,1.50699,1.54711,1.55211,1.58828,1.57508,1.60627,1.52044,1.44365,1.51596,1.53728,1.5456,1.56523,1.56518,1.56559,1.54359,1.60979,1.60066,1.65382,1.79107
Sep1956,0.99097,0.67169,0.76107,0.94836,1.04351,1.16011,1.2419,1.28296,1.26634,1.31828,1.25278,1.14514,1.13509,1.17709,1.474,1.56287,1.56579,1.56478,1.57473,1.56612,1.55644,1.58574,1.59571,1.47588,1.38404,1.52596,1.58537,1.55598,1.5201,1.50941,1.51042,1.5471,1.55172,1.60864,1.59706,1.62517,1.54622,1.47254,1.54073,1.56026,1.56775,1.58529,1.58516,1.5852,1.56409,1.62314,1.61455,1.6644
Oct1956,0.28104,0.84132,0.62313,0.6903,0.86062,0.9467,1.0566,1.13998,1.18103,1.16748,1.22585,1.16679,1.0781,1.07673,1.1256,1.40933,1.49629,1.4994,1.49887,1.5082,1.50029,1.49096,1.53684,1.54605,1.43592,1.35095,1.49116,1.54667,1.51804,1.48472,1.47498,1.47643,1.51213,1.51663,1.57945,1.56789,1.59759,1.52247,1.45356,1.52134,1.541,1.54894,1.56666,1.56686,1.56718,1.54655,1.60919,1.60058
Nov1956,0.44597,0.33032,0.84102,0.62458,0.6877,0.84992,0.93196,1.03805,1.11823,1.15873,1.14626,1.20774,1.14952,1.06424,1.06574,1.11761,1.40027,1.48773,1.48983,1.48923,1.4984,1.49076,1.4818,1.53182,1.54139,1.43113,1.34686,1.4881,1.54434,1.5163,1.48237,1.4725,1.47395,1.50964,1.51417,1.5762,1.56495,1.59497,1.51968,1.45094,1.51875,1.53847,1.54663,1.56433,1.56451,1.56471,1.54406,1.60609
Dec1956,1.3874,0.811,0.54503,0.93134,0.69573,0.74959,0.89745,0.97033,1.06748,1.1424,1.18088,1.16828,1.22931,1.17205,1.08564,1.08451,1.13469,1.41074,1.49575,1.49749,1.49669,1.50552,1.49802,1.48901,1.54003,1.54928,1.43931,1.35629,1.4946,1.54993,1.52224,1.4885,1.47828,1.47951,1.51474,1.51923,1.58106,1.57022,1.60027,1.52488,1.45611,1.52327,1.54304,1.55108,1.56873,1.56875,1.56911,1.54857
Jan1957,1.69271,1.81511,1.19739,0.78684,1.02508,0.77941,0.81646,0.9505,1.01937,1.11164,1.18356,1.22053,1.20747,1.26817,1.2107,1.12043,1.11245,1.16077,1.434,1.51749,1.51786,1.51629,1.52501,1.51792,1.50882,1.56443,1.57403,1.46131,1.37715,1.51168,1.56614,1.5383,1.50439,1.49394,1.49513,1.53016,1.5347,1.595,1.58481,1.61342,1.53709,1.46657,1.53255,1.55187,1.55975,1.57711,1.57704,1.57723
Feb1957,0.69614,1.30669,1.50069,1.19764,0.83549,1.04336,0.81804,0.84584,0.97065,1.03414,1.1217,1.18884,1.22407,1.2116,1.27026,1.21469,1.12793,1.12021,1.16809,1.43361,1.51588,1.51603,1.51441,1.52292,1.51609,1.50717,1.56346,1.57319,1.46277,1.38022,1.51263,1.56635,1.53884,1.50512,1.49471,1.49593,1.53056,1.53526,1.59533,1.58559,1.61384,1.53811,1.4682,1.53311,1.55223,1.55972,1.57685,1.57674
Mar1957,1.20652,1.06524,1.38807,1.50757,1.30738,0.95959,1.09731,0.89478,0.90966,1.01816,1.07211,1.15136,1.21448,1.24817,1.23681,1.29339,1.24019,1.15335,1.14474,1.18991,1.44616,1.52496,1.52545,1.52422,1.53247,1.52554,1.51663,1.57218,1.58166,1.47195,1.39086,1.51927,1.57193,1.54519,1.51147,1.50118,1.50237,1.53674,1.54124,1.60157,1.59218,1.62006,1.5449,1.47416,1.53828,1.55709,1.56416,1.581
Apr1957,1.45698,1.42934,1.32123,1.5279,1.60568,1.46864,1.1201,1.17858,0.98373,0.98773,1.08058,1.12667,1.1978,1.25541,1.28663,1.27533,1.32899,1.27894,1.19252,1.18199,1.22202,1.46675,1.54177,1.54226,1.54158,1.55024,1.54364,1.53493,1.58868,1.59712,1.48856,1.40945,1.53082,1.58225,1.55627,1.52303,1.51263,1.51376,1.54741,1.55175,1.61439,1.6051,1.63239,1.55824,1.48666,1.54906,1.56753,1.57436
May1957,1.69397,1.77439,1.71978,1.63364,1.75813,1.82542,1.68381,1.33823,1.3174,1.11505,1.1069,1.18444,1.22211,1.28514,1.3369,1.36487,1.35404,1.4096,1.3611,1.27055,1.25209,1.28481,1.51851,1.58929,1.58922,1.58752,1.59541,1.5888,1.5802,1.64225,1.65076,1.53924,1.4584,1.5722,1.62118,1.59544,1.56162,1.55072,1.55178,1.58481,1.58907,1.65512,1.64607,1.67098,1.59544,1.52119,1.58114,1.59858
Jun1957,0.83487,1.44643,1.56182,1.58635,1.59003,1.72405,1.76384,1.67202,1.3626,1.32569,1.14687,1.14,1.21234,1.2471,1.3063,1.3562,1.38272,1.37177,1.41846,1.37254,1.28514,1.26741,1.30171,1.52729,1.59562,1.59634,1.59317,1.60102,1.59415,1.58614,1.64132,1.64976,1.54107,1.45986,1.56859,1.61385,1.58991,1.55757,1.54708,1.54786,1.5795,1.5834,1.64867,1.63999,1.66391,1.58986,1.51963,1.57709
Jul1957,0.5841,0.86286,1.26245,1.37319,1.39351,1.38123,1.48062,1.52251,1.46654,1.28156,1.29022,1.13777,1.13089,1.2013,1.23203,1.28707,1.33346,1.35744,1.34849,1.39398,1.35197,1.26941,1.25496,1.29027,1.50642,1.57791,1.5768,1.57349,1.58071,1.5739,1.56661,1.61933,1.62769,1.52366,1.44665,1.55096,1.59391,1.57083,1.53958,1.52953,1.53008,1.56014,1.56367,1.63401,1.62563,1.64891,1.57803,1.51033
Aug1957,1.00385,0.95841,1.07892,1.3064,1.39817,1.4407,1.43284,1.49988,1.61664,1.58564,1.4261,1.41873,1.26529,1.25269,1.30139,1.32786,1.37332,1.41358,1.43563,1.42788,1.47205,1.43505,1.35269,1.33456,1.35754,1.54726,1.61204,1.611,1.60781,1.61261,1.60519,1.59801,1.63593,1.64373,1.55265,1.47991,1.56841,1.60426,1.58245,1.5549,1.54574,1.5458,1.57326,1.5765,1.63603,1.62793,1.65011,1.58586
Sep1957,1.46437,1.44634,1.36874,1.39983,1.54889,1.60735,1.62793,1.61737,1.65803,1.73357,1.70245,1.56603,1.54015,1.4129,1.39979,1.43547,1.4533,1.4871,1.51778,1.53509,1.52668,1.56715,1.53353,1.4545,1.4327,1.43783,1.60357,1.65758,1.65553,1.65213,1.65711,1.65038,1.64386,1.70463,1.71251,1.62463,1.55551,1.63086,1.66264,1.64095,1.61466,1.60479,1.60466,1.62985,1.6325,1.68568,1.67814,1.69688
Oct1957,1.8821,1.85059,1.77185,1.70774,1.69401,1.79379,1.83072,1.85232,1.84109,1.87029,1.95714,1.92003,1.76233,1.70364,1.57892,1.5625,1.5839,1.59304,1.61753,1.64217,1.65546,1.64681,1.70558,1.67373,1.58957,1.55964,1.55041,1.695,1.74038,1.738,1.73411,1.73848,1.7317,1.72516,1.7966,1.8036,1.71608,1.64548,1.70713,1.73414,1.71234,1.68769,1.67821,1.67838,1.70228,1.70459,1.76373,1.7563
Nov1957,0.25428,1.82105,1.79637,1.73039,1.66477,1.6568,1.75428,1.79017,1.80794,1.79556,1.82594,1.91954,1.8817,1.73273,1.68077,1.56,1.54577,1.56864,1.57697,1.60168,1.62614,1.63983,1.63156,1.69515,1.6635,1.57951,1.55086,1.54291,1.68916,1.73591,1.73281,1.72865,1.73298,1.72601,1.71943,1.78981,1.79719,1.70991,1.63916,1.70174,1.729,1.70718,1.68274,1.67316,1.67328,1.69712,1.69945,1.75783
Dec1957,0.21888,0.23561,1.73924,1.74507,1.70195,1.63601,1.62858,1.72542,1.76041,1.77786,1.76618,1.79688,1.88851,1.85219,1.708,1.66033,1.54211,1.52922,1.55259,1.5614,1.58639,1.61087,1.62485,1.61652,1.68073,1.64912,1.5665,1.5398,1.53268,1.67858,1.7258,1.72286,1.71842,1.72265,1.7157,1.70923,1.77883,1.7866,1.70101,1.63066,1.69442,1.72213,1.7008,1.67626,1.66678,1.66666,1.69081,1.69322
Jan1958,0.10404,0.18334,0.19588,1.64848,1.68812,1.66434,1.59794,1.59315,1.69168,1.7276,1.74494,1.73494,1.76707,1.85771,1.82338,1.68013,1.63733,1.52112,1.51141,1.5365,1.54531,1.57063,1.59579,1.61092,1.60263,1.67129,1.63977,1.55692,1.53117,1.52313,1.66959,1.71664,1.71386,1.70951,1.71445,1.70802,1.70176,1.7685,1.77708,1.69157,1.62114,1.68437,1.71239,1.69141,1.66675,1.65718,1.65695,1.68076
Feb1958,-0.07505,0.0294,0.14394,0.1429,1.51797,1.61492,1.61632,1.54774,1.54488,1.6402,1.67433,1.68942,1.68105,1.71276,1.79775,1.76553,1.63572,1.60179,1.49422,1.48778,1.51475,1.52384,1.5492,1.57415,1.5893,1.58124,1.64989,1.6193,1.53967,1.51596,1.5099,1.65571,1.70296,1.70026,1.69608,1.70114,1.69485,1.68891,1.75491,1.76376,1.67952,1.61018,1.67437,1.70224,1.68139,1.65657,1.64706,1.64681
Mar1958,0.0443,0.01486,0.04236,0.12612,0.12132,1.35851,1.52709,1.54605,1.48214,1.48591,1.57835,1.61452,1.62895,1.62047,1.65282,1.73425,1.70614,1.58555,1.56152,1.4602,1.45591,1.48362,1.49404,1.52044,1.5455,1.56059,1.55259,1.6192,1.58904,1.51218,1.49128,1.48753,1.63371,1.6823,1.67975,1.67611,1.68123,1.67522,1.66924,1.73474,1.74382,1.66088,1.5932,1.65924,1.68785,1.6669,1.64153,1.63187
Apr1958,-0.34172,-0.14925,-0.12933,-0.09397,-0.00609,-0.00192,1.11221,1.39394,1.43631,1.38081,1.39211,1.4856,1.52402,1.53793,1.53158,1.56337,1.63785,1.61306,1.50893,1.49887,1.40625,1.40488,1.43498,1.44657,1.47416,1.50007,1.51557,1.50797,1.57089,1.54077,1.46823,1.45188,1.4508,1.5977,1.64753,1.64555,1.64205,1.64726,1.64146,1.63558,1.7022,1.71107,1.631,1.56604,1.63486,1.66386,1.64348,1.61818
May1958,-0.02577,-0.19532,-0.11932,-0.11958,-0.09308,-0.01893,-0.00634,0.93729,1.28733,1.35304,1.30511,1.32519,1.41965,1.46043,1.47531,1.47023,1.50297,1.57702,1.55437,1.46016,1.4591,1.37262,1.37232,1.40394,1.41627,1.44407,1.46984,1.48559,1.4783,1.54678,1.51723,1.44616,1.43181,1.43262,1.58065,1.63222,1.63013,1.62666,1.6321,1.62621,1.62046,1.68886,1.69794,1.61792,1.55376,1.6258,1.65455,1.63371
Jun1958,1.69014,1.4203,1.02716,0.84384,0.74573,0.69576,0.7025,0.64762,1.34587,1.49256,1.52478,1.47709,1.48217,1.56279,1.5958,1.60793,1.60112,1.62914,1.6923,1.66974,1.56893,1.55572,1.46991,1.4668,1.49281,1.50357,1.5271,1.55111,1.56517,1.55818,1.62197,1.59383,1.51944,1.49794,1.49048,1.62676,1.67541,1.67319,1.66935,1.67404,1.66793,1.66206,1.73124,1.73999,1.66091,1.59576,1.66117,1.68646
Jul1958,0.41365,1.31639,1.16019,0.9333,0.82133,0.75148,0.71499,0.71109,0.66465,1.22438,1.41049,1.46256,1.41479,1.42973,1.50544,1.53916,1.55145,1.54421,1.57314,1.63361,1.61391,1.52142,1.51715,1.43826,1.43512,1.46564,1.47487,1.49769,1.52081,1.53431,1.52803,1.58886,1.56218,1.49176,1.47263,1.46696,1.59774,1.64425,1.64185,1.63837,1.64282,1.63679,1.63094,1.70506,1.71337,1.63806,1.57608,1.64028
Aug1958,2.554,2.39718,2.36008,2.34098,2.21752,2.17039,2.10463,2.07701,2.16696,2.11866,2.2952,2.20056,2.12934,2.04629,2.00025,2.03855,2.05083,2.0604,2.05141,2.07422,2.13315,2.11788,1.98166,1.93812,1.82554,1.80566,1.82135,1.82301,1.83702,1.85233,1.85971,1.8528,1.90013,1.87821,1.80106,1.7628,1.7218,1.81823,1.85156,1.84937,1.84552,1.8488,1.84325,1.83763,1.90526,1.91198,1.83991,1.77598
Sep1958,0.41757,2.20167,2.01656,2.11384,2.04443,1.94686,1.88931,1.83962,1.80727,1.84114,1.79706,1.96556,1.96718,1.94709,1.90105,1.88059,1.9191,1.92916,1.93396,1.92716,1.94597,1.99613,1.98146,1.87774,1.85298,1.74656,1.73255,1.74663,1.74887,1.76276,1.77852,1.78634,1.78035,1.85204,1.83238,1.76287,1.73246,1.69822,1.79263,1.8249,1.82276,1.81836,1.82177,1.81625,1.81076,1.86816,1.8744,1.80764
Oct1958,0.28014,0.43238,1.91981,1.82374,1.9503,1.88267,1.79604,1.7461,1.70107,1.66921,1.71231,1.66777,1.83237,1.85305,1.8457,1.8098,1.79463,1.8312,1.84146,1.84571,1.83907,1.85633,1.9283,1.91373,1.82163,1.8021,1.70365,1.68787,1.70116,1.7051,1.71931,1.73489,1.74281,1.73694,1.81554,1.79599,1.73169,1.70395,1.67476,1.76852,1.80093,1.79981,1.79602,1.79981,1.79466,1.78936,1.85136,1.8572
Nov1958,0.88132,0.49,0.55142,1.92616,1.82693,1.95373,1.88155,1.79315,1.74052,1.69507,1.66473,1.71478,1.66945,1.8341,1.85631,1.84972,1.81548,1.80077,1.83556,1.84564,1.84923,1.84287,1.86047,1.93889,1.9246,1.83086,1.81152,1.71196,1.69643,1.71033,1.71338,1.72722,1.7427,1.75037,1.74443,1.82246,1.80325,1.73866,1.71014,1.68024,1.77368,1.80595,1.80517,1.80124,1.80496,1.79959,1.79427,1.8557
Dec1958,1.1122,1.02479,0.63642,0.65344,1.93519,1.83244,1.95255,1.88192,1.79317,1.74101,1.6964,1.66658,1.71615,1.67191,1.83381,1.85563,1.84738,1.81424,1.79962,1.83428,1.84442,1.84817,1.84223,1.85939,1.93909,1.92461,1.83099,1.81258,1.71267,1.69733,1.71143,1.71443,1.72775,1.74298,1.75052,1.74466,1.82223,1.8036,1.74015,1.71131,1.68172,1.77501,1.8077,1.80681,1.80296,1.80634,1.80131,1.79603
Jan1959,0.44894,0.85117,0.91728,0.64527,0.64693,1.91841,1.81311,1.93549,1.86287,1.77363,1.72123,1.67815,1.64937,1.69814,1.65541,1.81697,1.84316,1.83439,1.80506,1.79202,1.82669,1.8368,1.84153,1.83727,1.85475,1.94074,1.92677,1.83186,1.81293,1.7089,1.69335,1.70719,1.71022,1.72351,1.73943,1.74752,1.74187,1.8166,1.79888,1.73532,1.70605,1.67557,1.76864,1.80156,1.80036,1.79627,1.79936,1.79395
Feb1959,0.97669,0.79724,1.02444,1.05081,0.75543,0.72418,1.91827,1.80869,1.92029,1.84882,1.76093,1.70945,1.66935,1.64256,1.68924,1.64823,1.80288,1.83064,1.82456,1.79995,1.78964,1.82335,1.83357,1.83844,1.83445,1.85165,1.93815,1.925,1.83263,1.81439,1.71157,1.69622,1.70995,1.71275,1.72584,1.74171,1.74973,1.74439,1.81876,1.80161,1.73849,1.70919,1.67858,1.77027,1.80263,1.80103,1.79692,1.79993
Mar1959,1.30715,1.25415,1.09991,1.20964,1.22038,0.90766,0.82319,1.93066,1.82202,1.93,1.85521,1.76954,1.71792,1.67777,1.65278,1.69875,1.66102,1.80802,1.83587,1.82799,1.80504,1.79424,1.82903,1.841,1.84604,1.84163,1.85817,1.94332,1.93048,1.83881,1.82052,1.71775,1.70226,1.71652,1.71906,1.73233,1.74811,1.75627,1.75087,1.82557,1.80878,1.74576,1.71685,1.68516,1.77659,1.80858,1.80623,1.80168
Apr1959,1.08954,1.26043,1.27316,1.18131,1.26167,1.28726,1.00177,0.8855,1.9241,1.81748,1.91791,1.84462,1.76139,1.70921,1.67118,1.64699,1.68939,1.6546,1.79683,1.82732,1.81892,1.79876,1.78875,1.82425,1.83781,1.84401,1.84029,1.85655,1.93786,1.92429,1.83474,1.81941,1.71587,1.70154,1.71614,1.71874,1.73151,1.74709,1.75513,1.74976,1.82677,1.8101,1.74844,1.7205,1.6885,1.77846,1.81034,1.80794
May1959,1.06536,1.1862,1.28231,1.30735,1.24152,1.31969,1.32898,1.08493,0.95486,1.9361,1.82858,1.92965,1.85543,1.77326,1.72088,1.68337,1.66071,1.70511,1.672,1.80911,1.84074,1.83069,1.81036,1.8013,1.83701,1.84965,1.85542,1.85177,1.86803,1.95914,1.94622,1.85528,1.83968,1.73391,1.71853,1.73385,1.73594,1.74839,1.76406,1.77188,1.76662,1.84694,1.83039,1.76742,1.73902,1.70625,1.79497,1.82619
Jun1959,-0.1274,0.40223,0.66466,0.82831,0.8956,0.88303,0.96944,1.00628,0.86711,0.81929,1.77695,1.69462,1.80648,1.74339,1.66925,1.6221,1.5877,1.56536,1.5969,1.56643,1.71325,1.75976,1.76659,1.74708,1.74104,1.77854,1.7903,1.79644,1.79253,1.80922,1.88838,1.87608,1.79174,1.77729,1.67939,1.6637,1.68069,1.68379,1.69653,1.71158,1.7192,1.7139,1.79129,1.77496,1.71622,1.68976,1.66415,1.75183
Jul1959,-0.07557,-0.10601,0.23498,0.45784,0.61827,0.67579,0.67447,0.74303,0.77748,0.70981,0.71007,1.63142,1.5498,1.67585,1.61851,1.5526,1.50924,1.47653,1.45784,1.48807,1.46134,1.61229,1.6747,1.69005,1.6702,1.67332,1.70876,1.72064,1.72586,1.7219,1.73863,1.8125,1.80093,1.72328,1.71318,1.62317,1.60896,1.62577,1.62877,1.64155,1.65611,1.66343,1.65814,1.73951,1.72352,1.66888,1.64558,1.62395
Aug1959,1.50704,1.15651,0.98089,1.1062,1.17382,1.2337,1.25116,1.24062,1.33541,1.35224,1.22529,1.12124,1.83738,1.75173,1.83184,1.78014,1.7208,1.68494,1.65722,1.64123,1.67242,1.64936,1.75814,1.80423,1.79685,1.77067,1.77251,1.80259,1.81226,1.81445,1.80881,1.82266,1.87714,1.8677,1.79855,1.78169,1.68872,1.67083,1.68356,1.68687,1.69817,1.71071,1.71731,1.71243,1.782,1.76729,1.71789,1.69464
Sep1959,-0.14291,1.05161,0.84437,0.73396,0.8617,0.9419,0.99862,1.01877,1.00922,1.07586,1.09053,1.02286,0.96913,1.62817,1.57594,1.66819,1.62657,1.57369,1.53967,1.5159,1.50077,1.52918,1.50798,1.62399,1.683,1.67878,1.65993,1.66252,1.6921,1.70264,1.70655,1.70258,1.716,1.79291,1.78483,1.72481,1.71704,1.63635,1.62217,1.63541,1.63875,1.64916,1.66149,1.66781,1.66309,1.723,1.70879,1.66413
Oct1959,-0.7273,-0.49709,0.6884,0.53793,0.46221,0.59251,0.68097,0.75152,0.77898,0.77675,0.84811,0.86971,0.83376,0.80827,1.46308,1.42388,1.5215,1.48436,1.43599,1.40433,1.38267,1.36842,1.41152,1.39127,1.51526,1.58184,1.58833,1.56977,1.5734,1.60473,1.61641,1.62093,1.61777,1.63104,1.71291,1.70452,1.6514,1.64845,1.57725,1.56567,1.58015,1.58436,1.59549,1.60816,1.61487,1.61044,1.67366,1.65927
Nov1959,1.20926,-0.14011,-0.16035,0.78492,0.62992,0.54686,0.66465,0.74369,0.80652,0.83146,0.82803,0.89998,0.9184,0.87746,0.84746,1.48593,1.44743,1.5427,1.50399,1.45531,1.42352,1.40197,1.38802,1.43527,1.41524,1.53603,1.60135,1.60589,1.58722,1.59102,1.62136,1.63257,1.63692,1.63349,1.64664,1.72823,1.72019,1.6664,1.66219,1.58966,1.57753,1.59168,1.59605,1.60698,1.61957,1.62607,1.62159,1.68444
Dec1959,1.67833,1.46894,0.2071,0.08715,0.86169,0.70872,0.6221,0.72687,0.79618,0.85208,0.87435,0.86993,0.94085,0.9572,0.91271,0.87947,1.50037,1.46238,1.55472,1.51623,1.46804,1.43643,1.41514,1.40123,1.44948,1.42949,1.54716,1.6117,1.61436,1.59561,1.5994,1.62926,1.63986,1.64398,1.64045,1.65348,1.73478,1.72722,1.67412,1.6691,1.59649,1.58417,1.5984,1.60264,1.61355,1.62588,1.63256,1.62813
Jan1960,0.77026,1.32304,1.37234,0.3144,0.16125,0.87052,0.71627,0.62814,0.73097,0.79899,0.85388,0.87541,0.87066,0.94042,0.95614,0.91224,0.87686,1.49649,1.46097,1.55386,1.51478,1.46636,1.43478,1.41376,1.39977,1.45154,1.43168,1.55049,1.61584,1.61553,1.59672,1.60039,1.62996,1.64046,1.64504,1.64183,1.65503,1.73391,1.72714,1.67368,1.668,1.59445,1.58213,1.59629,1.60043,1.61118,1.62336,1.6298
Feb1960,-0.28766,0.22422,0.7532,1.02018,0.23107,0.13527,0.82869,0.68182,0.60096,0.70091,0.76971,0.82364,0.84526,0.84111,0.90877,0.92403,0.88526,0.85537,1.46353,1.43195,1.52572,1.48792,1.44077,1.40988,1.38945,1.37576,1.42754,1.40837,1.52803,1.59495,1.59727,1.57937,1.58353,1.61305,1.62367,1.62838,1.6253,1.63873,1.71672,1.71031,1.6581,1.65338,1.58178,1.56957,1.58386,1.58773,1.59846,1.61058
Mar1960,1.90052,0.9464,0.97263,1.22065,1.36165,0.56342,0.38867,0.95693,0.80644,0.71881,0.80278,0.85964,0.90701,0.92687,0.92223,0.98664,0.99838,0.95352,0.91903,1.49555,1.46498,1.55339,1.51659,1.4705,1.43998,1.41973,1.40621,1.45789,1.43895,1.55276,1.61696,1.61607,1.59764,1.60191,1.63051,1.64102,1.64564,1.64265,1.65578,1.73429,1.72824,1.67565,1.67046,1.59707,1.58422,1.59797,1.60131,1.61166
Apr1960,1.1404,1.55618,1.10153,1.11046,1.28674,1.41669,0.70704,0.50174,1.01189,0.86547,0.77789,0.85261,0.90322,0.94695,0.96536,0.96048,1.02166,1.03241,0.98618,0.95211,1.50139,1.47305,1.55818,1.52298,1.4789,1.44985,1.43023,1.41704,1.46704,1.44805,1.55728,1.62115,1.61748,1.59988,1.60451,1.63264,1.64271,1.64728,1.64433,1.65721,1.7378,1.73176,1.68028,1.67563,1.60213,1.58873,1.60237,1.60557
May1960,0.53816,0.87801,1.20832,0.9662,0.99243,1.15893,1.26621,0.71286,0.52404,1.00427,0.8666,0.78337,0.85421,0.903,0.9458,0.96408,0.96025,1.02149,1.03223,0.98843,0.9557,1.49434,1.46664,1.55132,1.51707,1.47343,1.44459,1.42543,1.41251,1.46825,1.44975,1.55797,1.62245,1.61855,1.60048,1.60602,1.63392,1.64389,1.64859,1.64551,1.65856,1.74167,1.73573,1.68381,1.67965,1.60642,1.59182,1.60514
Jun1960,0.54289,0.6438,0.86229,1.10138,0.953,0.98043,1.11163,1.20712,0.7419,0.57147,0.99612,0.87009,0.79547,0.86077,0.90647,0.94761,0.96482,0.96175,1.0173,1.0275,0.98556,0.95608,1.48124,1.45465,1.53793,1.50561,1.46198,1.43408,1.41519,1.40296,1.45283,1.43526,1.54028,1.60082,1.59817,1.5793,1.58577,1.61335,1.62326,1.62756,1.62442,1.63687,1.71808,1.7123,1.66286,1.65837,1.59055,1.5763
Jul1960,0.30163,0.52005,0.60027,0.76977,0.95758,0.85451,0.87783,0.9725,1.04507,0.70918,0.56805,0.95245,0.84216,0.77634,0.83603,0.87746,0.91538,0.93148,0.92922,0.98344,0.99426,0.95627,0.93008,1.44023,1.41472,1.50126,1.46874,1.4267,1.39997,1.3819,1.37064,1.41851,1.40201,1.50447,1.56478,1.56443,1.54662,1.5529,1.57914,1.58885,1.59291,1.58976,1.60155,1.68696,1.68129,1.63474,1.63165,1.56743
Aug1960,0.2783,0.28861,0.45316,0.51624,0.64352,0.79174,0.72793,0.74815,0.86393,0.9321,0.67793,0.54894,0.90628,0.81692,0.76003,0.81815,0.85687,0.89133,0.90753,0.90543,0.95858,0.96842,0.93759,0.91493,1.39191,1.36803,1.45095,1.42233,1.38422,1.35896,1.34215,1.33174,1.36753,1.35286,1.45378,1.51197,1.5148,1.4981,1.50437,1.52999,1.53963,1.54321,1.54069,1.55195,1.62332,1.61751,1.57876,1.57961
